,voted
48267,1
28180,1
31119,1
36618,1
28441,1
22512,0
18857,0
40918,1
34733,1
47559,1
40295,0
17198,0
36711,1
37577,0
36363,0
25340,0
1474,0
22629,0
4667,0
31069,1
30298,1
51103,1
39738,0
12489,1
27325,1
37704,0
10163,1
9985,0
34385,0
24375,1
42468,0
35048,0
49055,1
36669,0
36852,1
16643,1
33561,0
4809,1
33294,0
8374,1
36296,1
50708,1
22766,1
53022,1
2785,1
44239,1
23599,1
7055,0
38019,0
47812,1
6267,0
2840,1
48548,1
10045,0
46959,1
14536,1
41565,0
23300,1
19345,1
52505,1
33902,1
10624,1
7690,0
32780,1
18623,1
32607,1
21127,0
7423,1
38354,0
30674,1
36259,1
54669,0
31689,0
19504,0
33409,0
53914,1
43245,0
29384,0
30585,0
35558,1
31369,0
25111,1
34735,1
44937,0
37551,1
44001,0
38691,0
18355,0
38733,0
52372,1
24285,1
33101,0
46837,0
35861,0
35831,0
6511,1
7102,1
43971,1
42797,0
19103,1
3366,1
611,1
26181,1
34625,0
2918,0
41186,1
27086,0
28205,1
2554,0
2504,1
33052,0
34628,0
30979,0
22669,0
49449,1
15045,1
20644,0
32303,1
27322,1
29374,0
32742,0
21432,1
52018,0
29757,1
23100,0
31554,0
11041,0
48755,0
29956,0
14769,0
54670,0
32247,0
36572,1
46427,0
4646,1
25937,0
27004,1
48641,0
28545,0
26769,1
27663,0
20283,0
21242,1
27107,1
48661,0
9354,0
32961,0
15972,0
36583,0
25404,1
33338,0
8967,1
38147,0
12527,0
37316,1
20325,1
16269,1
13005,1
4631,0
27851,0
19612,1
13813,1
45066,1
7245,0
29925,0
36512,0
28440,0
21665,0
45307,0
50002,1
27509,0
21384,0
29537,1
12779,0
34908,1
42530,1
29135,0
26137,1
27681,1
7955,0
48016,1
13640,1
41059,0
39564,0
2228,0
33595,0
50591,0
35995,0
22765,0
19471,1
36816,1
53449,1
39134,0
42868,1
12193,0
31404,1
28779,0
40305,1
9245,0
5645,1
31814,1
20643,1
36225,1
52448,1
49063,0
41393,0
2751,1
23886,0
18856,1
31595,0
39607,1
8984,1
3959,0
44874,1
36928,0
43082,0
44460,0
41744,0
38324,1
34568,0
42144,1
45619,1
13730,1
33394,1
14085,0
53941,0
41111,0
2356,1
13507,0
35540,0
22222,0
39856,0
21538,1
52567,0
38775,1
14534,1
32182,1
17235,1
48846,0
52004,1
28673,1
38447,1
53496,0
28634,0
39867,1
10572,1
24904,1
40299,1
17944,0
26903,0
272,0
42716,0
19299,1
34746,0
58,0
44109,0
603,0
16455,1
1784,0
38763,1
24056,1
43384,1
48930,0
54170,1
40438,0
54246,1
24165,0
52279,1
9634,1
53225,1
15923,0
51009,1
54716,1
51935,1
36530,0
49918,1
19247,1
34466,0
13127,1
4889,1
42431,0
49711,1
22167,1
26448,1
48796,1
8831,0
28786,0
6717,1
41352,1
12432,1
2908,1
3751,1
9334,1
6487,1
8613,0
34401,0
1755,1
38676,0
14324,1
19553,0
45142,0
54711,1
48534,0
21631,1
5604,0
8180,1
16014,0
12764,0
2954,1
48387,0
9923,1
15834,1
39587,0
49,0
37311,1
30838,0
14587,1
40017,0
7421,1
39747,1
44853,0
16328,1
52846,0
45625,0
50258,1
32317,0
27294,1
5045,1
6086,0
27867,1
29345,1
8393,0
34768,0
41888,1
46415,1
4978,1
46547,1
43466,1
4626,0
49671,1
39833,1
51634,0
4047,1
22732,0
7825,1
10338,1
44375,1
34906,1
29221,0
27381,1
6365,0
2425,0
16657,1
40193,0
31579,1
38323,0
6394,0
42760,1
45709,1
26743,1
48041,0
10246,1
37223,1
9710,1
43644,0
42353,1
51544,1
36402,0
803,1
46607,1
524,0
28990,1
23376,1
18092,1
32421,1
32718,0
15305,1
16033,0
20206,1
43955,0
45618,0
5538,0
9541,1
30214,0
28453,0
21075,1
36939,0
7137,0
47536,0
2853,1
38190,0
10515,1
52346,1
35197,0
27120,1
37350,1
50366,1
19976,0
53082,0
34933,0
1335,0
33480,1
38583,1
26603,1
40103,1
4091,0
1562,0
52966,1
17449,0
7556,1
27014,0
18664,1
8821,1
31030,1
9610,1
17126,1
38718,1
19495,1
7130,1
10628,0
28400,0
42748,0
19671,1
51901,0
20078,0
33949,0
47102,0
20755,0
52201,0
38620,1
30019,0
5972,0
33916,1
24993,0
46101,1
15730,1
36087,0
7018,1
37662,0
51422,0
36366,1
40123,1
13117,0
28624,1
42591,1
35026,1
38272,0
2335,1
20471,0
27172,1
15959,1
12280,1
8635,0
33728,0
35989,0
16077,0
6045,0
19685,0
44130,0
39432,0
22760,0
53070,0
538,1
30728,1
27514,0
40508,1
24956,0
54131,0
35587,0
45276,0
24766,0
13521,1
44171,1
23962,1
29229,0
22447,1
41082,1
10549,1
6001,0
15915,1
34404,0
24619,1
2623,1
3921,1
45001,1
42594,0
10959,0
5187,1
15491,0
44305,0
9779,1
51346,0
1904,0
11914,1
19387,0
15109,0
52198,1
32882,0
42420,1
38107,0
23292,1
41765,0
32251,0
26067,0
30589,1
21103,0
46702,1
36875,0
9320,1
13119,1
17714,0
32867,0
6919,0
31916,0
38458,1
48746,0
4989,0
13348,1
53367,1
46156,0
34522,0
44412,0
35078,0
4521,1
13359,1
35492,1
15729,1
49248,1
46063,0
49823,0
10412,1
74,0
22622,1
2808,1
33767,1
19670,0
26643,0
9411,1
29955,1
20932,1
41070,1
48710,0
366,1
50472,1
49453,0
8856,1
39433,0
46281,1
7259,1
49980,1
41307,1
21573,1
32217,0
14027,1
7277,0
46209,1
7225,1
54344,1
19883,0
46775,1
28395,0
32116,1
51090,0
42708,0
45500,1
38259,0
31127,0
2069,0
18881,0
49704,0
29098,1
43176,1
47947,0
51,1
15092,1
52342,1
29601,0
22944,0
31226,0
43606,1
26192,1
18077,0
36039,1
3190,1
17427,1
38435,1
5179,0
19908,0
54271,0
26335,0
5083,1
67,1
5764,1
22893,0
54349,1
16753,0
575,1
10591,1
4913,1
47498,0
7897,0
14280,0
4086,0
42343,1
29592,0
22811,1
13769,1
4027,0
7455,1
41895,1
25971,0
10683,1
23075,0
7636,1
9089,1
9735,1
9559,1
17808,0
33368,0
51061,1
44943,1
45181,0
24095,0
37815,1
32284,1
41907,0
32672,0
31012,1
30348,1
19196,1
16990,0
19696,1
6624,1
30687,1
51448,0
31139,0
23041,0
36520,0
39683,1
16367,0
24,0
4728,1
44207,1
51893,1
48202,1
29990,0
53036,1
10211,1
38905,1
47527,1
750,0
19846,0
38248,0
637,1
45049,0
50893,1
30956,0
44069,1
14554,1
119,1
29209,0
45062,0
324,0
45533,1
48480,0
33047,1
29066,0
976,0
12343,1
37813,0
22652,0
30512,0
45419,0
16599,1
32067,0
45222,1
17520,1
15685,0
30223,0
53354,1
38496,0
18449,0
20612,0
23015,0
1389,1
35441,1
44194,0
13727,1
26796,1
520,1
14624,1
54380,0
28089,1
48664,1
47178,1
3840,1
9097,0
40061,0
41763,1
35557,0
15376,1
24780,1
15588,1
49953,1
22269,0
18426,1
47378,1
20679,1
27684,1
28949,1
30870,1
6797,0
5016,0
1837,1
25127,0
1289,0
37869,1
9633,0
8201,1
2829,1
3330,1
18172,1
4975,1
24630,0
20264,0
24080,0
26788,1
2291,0
12154,1
40649,0
9256,1
47080,1
17466,0
30578,1
43944,0
11381,1
10931,0
35857,1
51291,0
28815,0
34478,0
8625,1
11512,1
14831,1
34198,0
38078,0
45474,1
37280,0
30473,0
44442,1
43528,1
53693,1
50278,1
37310,0
34899,0
14994,0
7563,1
8419,0
15861,1
22918,0
43260,1
25677,0
38994,1
7850,0
23967,0
42011,1
10076,1
30012,0
40455,0
2796,1
1035,0
38371,1
14520,0
335,1
51138,1
4417,1
36652,0
27355,0
46758,1
20628,0
30444,0
45519,1
17995,0
11342,0
36561,1
19695,0
5545,1
9612,0
11588,1
27307,0
38143,0
302,1
32124,1
47291,0
18651,1
16995,1
8673,1
6190,1
1023,1
4831,0
34395,1
19542,1
460,0
5847,1
369,1
50535,0
11269,0
13401,1
39712,0
33243,0
41983,0
11139,0
6392,0
6993,1
27276,0
40885,0
21362,0
11360,1
35960,1
12364,0
42908,0
51577,1
10605,1
32557,0
26043,0
24197,0
4622,1
48764,1
49187,0
5159,1
31665,0
37374,0
44751,1
32519,1
42726,0
11005,1
16390,0
14678,1
24642,0
982,1
45688,0
18907,1
50906,1
11507,0
43525,0
15954,0
24923,1
10891,1
6014,0
42672,0
29717,1
49703,0
13523,1
52943,0
11043,1
8364,1
44970,0
9188,1
48253,0
8001,0
28965,1
51859,0
13589,0
1219,1
51412,0
46644,1
18460,1
43754,1
40913,0
43018,0
50549,1
28306,0
44878,1
3686,1
12641,1
1680,0
53864,1
24072,0
51768,0
27859,0
19110,1
27239,1
43250,1
33332,1
35186,0
27580,0
35055,1
5147,1
29697,0
34941,1
36937,0
51159,0
3022,1
12711,0
25861,0
25951,1
9577,1
19547,1
23607,0
7891,0
26573,1
51391,0
53177,0
52815,0
46516,0
27037,1
7764,1
2110,1
13391,1
12999,0
29062,1
26687,0
5397,1
5817,0
43527,0
3008,1
35521,0
33763,0
8369,1
25070,0
24421,1
2102,1
37252,0
16527,0
26599,0
15264,0
25298,1
24382,0
52822,0
53029,0
32770,0
10785,1
18836,1
34287,1
1815,1
51841,0
43244,0
13229,1
19316,0
35164,1
52464,0
13284,0
18128,1
39510,0
39711,0
4602,0
18578,0
16169,1
25042,1
13587,0
49653,1
35060,1
22208,1
4804,1
44790,1
28317,1
40539,1
23119,0
7507,0
29159,0
12322,1
38506,0
6862,0
6452,0
29499,1
28095,0
38251,0
49891,1
19281,0
29886,1
31386,1
1506,0
51268,1
47960,1
47360,1
11091,0
46175,1
860,1
41679,0
29687,1
16706,1
9472,1
14188,1
5257,1
4409,1
30611,1
34631,1
43258,0
22995,1
54663,0
43717,0
39043,0
29447,1
30528,0
21760,0
31112,0
11626,1
16759,0
10804,1
37620,1
35943,1
29173,1
32602,0
8066,1
54064,1
30864,1
28863,1
50449,0
35596,0
51895,1
39801,1
24838,0
2826,1
929,0
47473,1
31537,1
18914,0
11949,0
11398,1
984,1
19804,1
41940,0
54159,1
31491,0
34649,0
44991,0
43248,1
15934,0
51697,0
27350,0
33374,0
2472,1
15384,1
13987,0
4672,0
15308,1
14563,0
49917,1
30379,0
11072,1
34014,0
38330,1
8739,1
27299,0
25652,0
44807,1
35669,1
50082,1
39419,1
27904,0
6593,1
33954,0
7190,1
10303,1
13698,1
51098,0
29777,1
50383,1
38963,0
8516,0
39890,0
11848,1
15515,0
30206,1
25948,1
37226,1
7918,0
40031,0
30863,0
48393,0
11947,1
36549,0
38657,1
43138,0
25337,0
30416,1
47500,0
54527,1
36790,1
47691,1
52593,1
18634,0
12309,0
50984,1
11059,0
15911,0
23416,1
7551,0
50377,1
19629,1
9479,1
510,1
6608,0
14347,0
22865,1
45039,1
29211,0
52726,0
21962,1
19312,1
3982,0
30836,0
48262,1
17624,1
1809,1
33645,1
29701,0
43405,0
34520,1
25557,0
23836,0
44387,1
45345,1
7678,1
31879,0
37932,0
16488,1
30727,1
1391,0
40682,0
8979,1
32595,1
42627,0
44032,0
38006,0
13148,1
17416,1
40004,1
21071,0
35485,1
3034,0
3524,1
44388,0
22319,0
51507,1
40549,1
445,0
51723,1
18863,1
13701,1
38206,0
52087,1
33244,0
47127,0
23329,0
49798,1
1367,0
42325,1
17511,1
40495,0
28941,1
2310,1
34763,0
33478,1
40650,1
5449,0
42865,0
871,1
11060,0
21781,0
32038,1
31196,1
16457,1
8021,1
42399,0
12156,1
29467,1
52378,0
29894,0
32879,1
4910,0
1280,0
10774,1
18701,1
53711,0
2850,1
35117,0
45128,1
52940,0
502,1
13131,1
50742,1
9012,1
33978,0
23643,0
28246,0
12512,0
54006,1
26719,0
41476,0
53076,0
22152,0
20403,1
13387,1
20558,1
31891,1
12981,0
26980,0
42573,0
39528,0
17006,1
31644,0
8827,1
32591,0
20483,0
4253,0
53749,0
9381,1
11177,1
48487,1
47777,1
51613,0
38940,1
13417,1
46665,1
38959,0
32506,1
15157,1
44119,0
21163,1
37222,0
46757,1
5482,1
45107,1
32176,0
36277,0
11224,1
33463,0
29963,1
50537,1
34504,0
9275,1
24962,0
39001,1
1634,0
43967,0
28577,0
22503,1
12180,1
12927,1
9898,1
51810,1
15530,0
39374,0
15095,1
40278,0
25229,0
31353,0
17798,1
23965,0
53555,0
17226,1
15451,1
6181,1
46257,1
6017,0
51550,0
25984,0
47702,0
23782,1
49966,1
17961,0
7450,1
39392,0
2346,1
49010,0
49985,1
21614,0
47993,1
188,1
54196,1
41823,0
32423,1
18468,1
24074,0
20291,1
43431,0
11866,1
52659,0
10334,0
20222,1
6165,0
26607,1
47579,1
18529,0
10922,1
38196,0
33682,0
25572,1
13955,1
36324,0
37744,0
53853,1
48927,1
11211,1
36781,0
53607,1
39310,0
35442,0
50887,0
21086,1
47035,1
43526,0
46337,1
25409,1
10857,1
50949,1
49690,1
3826,1
29839,0
28837,1
11942,1
49567,1
12544,1
36881,1
23238,0
4776,0
37905,1
52896,0
17503,1
20196,1
51672,1
46027,0
4266,1
45197,1
25886,1
5849,1
47944,0
37236,1
13360,1
2192,0
45993,1
27656,1
22372,1
23825,0
23290,1
21584,0
36471,0
16558,0
28137,0
23844,0
35479,0
53578,0
13869,1
22339,1
46183,0
50860,0
4108,1
45123,1
6871,1
39448,0
1844,0
14044,0
50433,1
1299,1
51202,1
27097,1
21223,0
12159,1
1411,1
412,1
17176,1
8679,1
50613,1
18638,0
44169,1
28274,1
11688,1
35979,1
10879,1
27291,0
36904,0
50657,1
11249,0
31283,1
15137,1
28186,0
21309,0
31781,1
32482,0
26976,1
28848,0
8896,1
43064,1
33147,0
43785,1
44478,1
21504,0
33727,1
13123,1
24441,1
33948,0
10248,1
8262,0
16666,1
4679,1
28291,0
42146,0
4142,0
41067,1
45580,1
13154,1
256,0
42852,1
7157,1
13164,0
29464,0
41756,0
30556,0
30192,0
8321,1
5441,1
46428,1
20725,1
17072,0
39413,1
36170,1
33999,0
15963,0
7409,1
34152,0
49948,1
12175,0
47294,1
46609,1
3863,0
20268,0
46668,0
38690,0
43506,1
9255,1
28017,0
22034,0
29186,1
415,1
8070,0
39914,0
30384,0
24958,1
15310,0
17183,1
18980,0
37621,0
43536,0
3269,1
15497,0
49984,1
29511,1
20527,0
40339,0
29765,1
14341,1
1774,0
45308,1
52578,0
11750,1
45902,0
41574,0
12898,0
2709,0
23087,0
30244,1
47478,0
38714,0
41828,1
572,0
11608,1
42557,0
5109,0
22957,1
18414,0
7304,1
31677,1
10670,1
14043,1
7122,1
28219,1
24919,0
4381,1
1649,1
37150,0
49421,1
11871,1
31830,1
34559,0
8454,1
9769,0
18482,1
50489,0
35147,1
30007,1
4455,0
14628,1
12839,1
39127,0
36522,0
48847,1
50630,1
5965,1
26541,0
13673,1
11337,1
6370,0
24109,1
50152,0
51965,0
29944,1
9426,1
9540,0
53539,0
13682,0
48573,1
19079,1
9032,1
52205,0
53839,0
39409,1
12132,1
33003,0
600,1
33157,1
38644,0
14798,1
23046,0
18339,1
43860,1
26721,0
13047,0
21914,1
9468,1
19686,1
22567,0
51763,0
26642,0
24836,0
47406,1
16797,1
6730,1
50544,1
30600,0
46554,0
7089,0
48525,1
425,1
32276,1
4878,1
44830,0
12073,0
26205,0
32129,1
23304,0
40861,1
49169,1
10103,1
945,0
11227,1
18504,0
30407,1
33,1
43876,1
27200,1
52355,0
41155,0
40417,1
50585,1
9394,1
40313,1
3727,1
33017,0
131,1
4396,0
6180,1
52303,0
2032,1
56,0
1286,1
42822,1
8458,0
1166,1
48966,1
6995,1
20633,1
2769,1
1168,0
1501,0
9004,0
39654,1
23226,1
9655,1
51018,0
35758,0
2754,1
18275,0
34209,1
23013,0
54363,0
20658,1
3599,1
8837,1
19168,1
17111,0
15759,0
27100,0
49323,1
50915,0
10704,1
6719,1
3528,1
23736,0
47736,1
23834,1
37016,0
6578,0
35919,1
28173,1
54319,0
25087,1
17160,1
12848,1
27404,0
27065,0
38556,0
28887,1
48915,0
751,0
50107,1
1337,0
43388,0
12906,1
19600,0
1777,0
28391,1
30915,1
20620,0
42107,0
10182,1
11063,0
47285,0
13601,0
5753,1
6867,0
52401,0
46533,1
1909,1
22946,0
40754,1
16813,0
29063,1
14974,0
49819,0
52116,1
5868,1
20849,1
46399,1
12864,1
45037,1
4151,1
1270,0
32441,0
42700,0
11441,1
18118,1
25037,0
22487,1
17865,1
19236,0
6841,0
33488,1
46352,0
20902,0
33611,0
29488,0
44903,0
51350,0
53661,0
31721,1
29845,0
51750,0
29543,0
51200,0
16624,1
13630,1
19513,0
13868,1
8483,0
8245,1
26214,1
24137,0
25206,0
36093,0
16174,0
39136,0
423,0
43051,0
2415,1
12561,0
49218,0
8686,1
8126,1
47591,1
31837,0
14878,1
6987,1
30497,1
42216,1
17633,1
5960,1
29804,0
5776,1
28382,1
50070,1
35058,1
5916,1
28717,1
35268,0
36791,0
32713,0
50732,0
53735,0
14939,0
12654,0
46534,1
30602,1
25662,1
41542,1
10102,1
33163,1
218,1
32790,0
9534,1
6310,0
17724,0
54421,1
50453,1
23285,1
54384,0
14739,1
20619,1
24323,0
45384,1
39167,0
19358,0
22699,1
4,1
30747,1
49007,1
16149,0
34346,0
18262,0
18279,1
9450,0
49765,0
7494,1
29837,1
48506,1
9014,0
20252,1
13107,1
24984,0
6661,0
35850,1
47212,0
6137,0
30570,0
12713,1
2351,0
30714,1
44577,1
27826,1
34397,0
10364,1
5649,1
50573,0
8987,1
12650,1
6533,0
34133,0
21976,0
21763,0
40125,1
15506,0
46489,1
11012,1
10580,1
17071,0
18587,0
13642,1
35556,1
42252,1
16155,0
23494,1
22866,0
51150,1
33069,1
24547,0
1261,1
45111,1
45531,0
32112,1
37781,1
11329,0
33989,0
37085,0
36381,0
29305,0
42210,0
35153,1
5677,1
54101,0
49644,1
6756,0
9489,1
21376,1
6781,1
38791,0
16835,0
36386,1
29237,0
37407,0
1019,1
42650,1
17394,0
43826,1
27711,1
48346,1
31037,1
17162,1
23203,1
29617,0
48582,1
19788,0
36227,0
855,1
41876,0
49286,1
17713,0
43452,0
41640,0
29491,0
5267,0
36641,0
24418,1
45457,1
32831,0
17524,1
30066,1
25705,0
39994,1
29180,0
35144,0
6107,1
50927,1
28226,1
31511,0
49110,0
40345,0
50342,0
7560,1
15608,0
31202,0
88,1
14838,0
49911,0
44863,0
5024,1
43732,1
54029,1
37299,1
47766,0
26917,1
22901,1
37087,0
19136,0
45554,1
7751,0
30778,1
24864,0
39878,0
51231,0
18787,1
45514,0
10883,1
23079,0
20800,0
22627,1
51894,1
17803,1
49719,1
31640,0
37139,0
51688,1
5588,0
37049,0
21474,1
40604,1
52213,0
45113,0
32309,0
45509,0
22964,0
52971,0
2179,1
11373,0
47124,0
1698,0
54068,0
28540,1
48069,0
21923,1
239,0
20651,0
30413,0
36311,0
30667,1
31966,0
19108,0
2889,0
37343,0
19839,1
53035,0
50200,1
4791,1
50623,1
10446,1
6873,1
41878,1
17853,1
47234,1
9834,1
11840,1
13878,1
23450,1
12802,1
14361,1
19557,0
25031,1
40381,1
48683,1
44801,0
39394,0
40142,0
51815,1
14924,1
44618,0
13758,1
41557,0
35711,1
50766,0
29243,0
54178,1
46313,1
51176,1
25675,0
20648,1
43022,1
34747,1
33357,1
25719,1
37032,1
39807,1
41277,0
6264,0
26479,1
7471,1
50294,0
44670,1
22434,1
53518,1
50988,1
35314,0
45446,1
15939,1
631,1
37519,0
41412,1
47310,1
14424,1
31920,0
43762,1
2305,1
1093,1
17527,0
54408,0
23199,0
53289,1
45887,0
985,1
29284,0
15953,0
1549,1
77,1
20955,0
36321,0
11015,1
6052,0
12771,1
51554,0
38606,0
27983,0
51891,0
16020,1
52487,0
37105,1
5865,0
7272,0
22237,0
15178,0
3801,1
53984,0
52653,0
7343,0
25923,0
43760,0
46949,1
20187,0
25954,0
37731,0
35834,1
42123,0
8731,1
10238,1
42445,0
21147,0
16948,1
27884,1
16532,0
41494,0
40941,0
50882,1
13530,1
29453,0
54513,0
31789,1
11436,0
25007,0
40776,0
15252,0
53579,0
48454,1
3536,0
1401,1
12092,0
49863,1
15110,0
9399,1
46892,0
18548,0
48301,1
48770,0
14937,0
18890,0
53300,0
31257,1
43352,0
51430,0
29989,0
23796,1
33790,0
32766,1
52388,0
27189,0
52526,0
35724,0
43175,0
25103,1
40071,1
47900,0
49971,1
53720,0
33327,0
34911,1
22006,1
47321,1
50778,0
52431,1
12216,0
7573,0
36410,1
43114,0
17932,0
26222,0
21767,1
39977,0
8616,1
15505,1
43253,0
39915,0
42998,0
22020,0
45043,0
22806,0
2784,1
13519,1
25048,0
11446,1
21519,0
5749,0
24778,1
17922,1
11932,1
34655,0
12663,0
12125,1
44620,0
39087,0
24407,1
49970,1
35954,0
34271,0
10886,1
12300,1
1660,0
22287,0
18662,1
39929,0
6057,1
20505,1
38645,0
9671,1
5703,1
48031,0
25234,1
39358,0
24388,1
37359,0
38084,0
9368,1
6433,0
35584,1
27676,1
28379,0
16079,1
41122,0
16003,1
24093,1
2480,0
4988,1
39812,0
54375,0
39617,1
8134,1
19013,0
6349,1
17926,1
34577,0
31498,0
52419,1
26274,0
36274,1
47915,0
51236,1
44684,0
47509,1
45286,1
4966,0
37758,0
43256,0
568,1
17829,1
35056,1
3060,0
4883,1
27044,1
48481,1
38738,1
50830,0
23718,0
18516,1
15547,0
19153,1
18912,0
17541,1
36950,0
13413,1
13607,0
1587,1
20907,1
13236,0
7160,1
24397,0
17037,1
35041,1
19278,1
14722,0
19849,1
26499,1
41581,0
9525,0
45892,0
15884,1
6625,0
29493,1
11590,0
33050,0
32716,0
35991,1
37995,0
15131,0
2308,0
49852,1
36761,0
36264,0
54258,0
44494,0
43850,0
43396,0
5665,0
52701,0
19477,1
3415,1
23757,1
22255,1
16427,1
8728,0
33839,1
47101,1
39463,0
35729,0
43192,0
36251,1
23557,1
9885,1
41248,0
15300,1
29680,1
4180,0
27566,1
14151,1
11902,1
35175,1
13663,1
17675,0
2216,0
20577,1
7861,0
2255,0
35698,0
17518,1
44281,1
43005,1
36212,1
52510,1
1515,0
49283,1
36613,0
13171,1
49595,0
29335,0
24228,1
49921,1
955,1
33986,0
53562,0
45800,0
35576,0
23512,1
652,0
30802,0
49895,1
54581,1
54358,1
9235,1
26557,0
36269,0
18225,1
288,1
33209,0
30545,1
24553,0
27269,0
16702,0
29610,1
43007,0
43802,1
1887,1
30663,0
32693,0
18707,1
18407,1
40774,0
31090,0
6516,1
13904,1
22438,1
42061,0
14946,0
37670,1
3878,1
14837,1
49338,1
10350,0
54493,0
43749,1
19572,1
33708,0
5835,1
1450,0
53762,0
19399,0
38778,1
4233,1
35734,0
13764,1
6590,0
16331,0
28491,1
43077,1
53957,0
1282,1
32657,1
4537,1
30840,0
4793,0
41330,1
21288,0
22787,1
7206,0
46330,0
6660,0
9274,1
3436,1
44887,0
3391,1
36421,0
39379,1
50743,1
3925,1
7111,1
5458,0
15624,0
27430,1
45156,0
20534,1
48381,0
43376,0
30990,0
9344,1
26837,1
54434,1
42473,0
3572,1
1519,0
22400,1
34729,1
21754,1
7052,1
50802,1
41466,0
19206,1
45114,0
47393,1
26239,1
33068,1
16796,0
6319,1
40161,1
7412,1
37030,1
41198,0
25160,1
6225,1
6020,1
47789,0
11146,1
20834,1
38842,0
36111,1
10544,0
10367,1
49546,1
21716,0
15122,1
15718,0
54216,0
4265,1
49095,0
46134,0
18190,0
26064,1
49206,1
14511,0
50920,1
22473,1
33923,1
31296,0
14675,1
36973,1
24471,1
12914,1
9443,1
11126,0
24060,0
13025,1
52975,0
33276,0
19506,0
38440,1
6035,1
21293,1
12384,1
10936,1
41541,0
29563,0
7970,0
11234,1
46604,0
11916,1
53859,0
48136,1
36924,0
13075,0
29987,0
49835,0
31590,0
33566,1
19015,0
18622,0
30494,1
18025,1
33306,1
31313,1
45265,0
8324,0
47374,1
17981,0
33921,1
54093,1
45371,1
45486,0
28273,1
30898,0
38707,0
28337,0
5696,0
49787,1
39585,1
46732,0
33083,1
2275,1
3474,1
11194,0
6870,0
45028,1
7613,1
356,1
15489,1
7791,0
43840,0
28004,1
11383,0
12299,1
5841,1
7127,0
45755,0
19801,1
15594,1
25395,0
44155,1
22556,1
38671,1
33847,1
38536,0
15167,1
8582,1
5992,1
31974,0
36988,0
10788,1
33204,0
34689,0
50874,1
4351,0
19039,0
29818,0
7566,0
40079,1
24255,1
9529,0
19956,0
24108,0
41670,1
28397,0
11405,1
14517,1
31222,1
30090,1
17868,0
29217,0
14979,0
50292,1
38967,0
26191,1
9638,0
13739,1
10560,1
44102,0
40355,1
53086,1
6961,0
32696,0
28647,0
38774,1
25814,1
54366,0
17843,1
46776,1
47909,0
43989,1
31357,1
46360,0
50037,0
31427,0
40213,1
17153,1
41089,0
22122,1
52836,1
21300,0
15078,1
43791,0
42538,0
52451,0
9664,1
51049,0
34234,1
43169,1
42003,1
40328,1
21253,1
31877,1
11463,0
36234,0
561,1
34997,1
5718,1
40366,0
14617,0
12437,1
11817,1
956,1
5860,0
45488,1
39080,1
50908,1
36138,1
51224,0
49148,0
34434,1
39985,1
11959,1
30431,0
35594,0
17577,0
33426,0
33584,0
43605,0
18795,0
49150,0
9200,1
15531,1
36533,0
24570,1
18689,0
45631,1
40755,1
45953,0
48670,1
10107,1
30310,1
45112,1
38137,0
15868,1
13294,1
7818,1
7095,1
5842,1
18502,0
10752,1
19205,1
43468,0
5578,1
11567,0
20098,1
28437,1
9126,1
30307,0
52813,0
42674,1
44977,1
25244,0
44416,1
17700,0
30377,1
51426,0
32147,0
36776,0
35132,0
17447,1
44590,0
24871,0
33505,0
41845,1
8280,0
38517,0
43612,0
38031,1
41010,0
34285,0
13230,0
35211,0
4122,0
30243,1
26982,1
33838,1
38063,0
27371,1
22695,0
44332,0
26944,1
25475,0
37763,0
24461,0
29325,1
34819,1
10824,1
30712,1
46210,0
33509,1
21930,0
40673,1
34207,1
37062,1
28216,1
11478,0
48125,1
13807,1
42941,1
38662,0
43046,1
15230,0
51928,1
51337,0
20246,0
5130,1
40499,0
2939,0
6460,1
2366,1
35433,0
36782,0
42201,1
4104,0
42179,0
31003,0
24008,0
12531,0
38177,0
42344,0
40068,0
17653,0
19405,0
11844,0
44005,1
16191,0
24469,1
50382,1
22746,1
21183,1
12949,1
41517,1
52511,1
43485,0
26679,1
25494,0
44915,0
21937,1
23168,1
2475,1
53637,1
26966,1
30968,0
4874,1
3280,1
31143,0
2122,0
37619,1
19335,0
34233,0
28743,1
35309,1
38245,1
36432,0
19499,0
27540,0
41481,1
45192,1
51898,1
42893,0
5136,0
35236,0
53867,0
41933,1
23060,0
42448,1
34928,0
46459,1
24260,1
53174,0
29947,0
41377,0
32014,0
48311,0
52642,1
39422,1
34875,1
45365,1
443,1
50616,1
10551,0
10178,1
37201,1
14512,0
30805,0
26457,1
28906,1
41030,0
53874,0
1274,1
204,1
5028,0
44289,1
35624,0
1178,0
33388,1
20072,1
5874,1
16812,0
53687,1
41497,1
3842,1
32175,1
53622,0
2706,1
472,0
41797,1
16348,1
8389,0
36745,1
28456,0
4251,1
52583,0
41833,1
17660,0
40818,1
47728,1
26690,0
34161,1
42643,0
21225,1
48494,1
12842,0
32978,0
24848,1
30820,0
40672,0
27411,1
37263,0
37626,1
49047,1
17501,0
41077,0
45823,0
17054,0
16637,1
40830,1
36420,0
25960,0
32322,1
46676,1
18789,1
15322,0
50910,1
28298,1
21893,1
18944,1
10574,1
2821,1
6545,0
38014,1
36052,0
52166,0
51785,0
20340,1
3682,1
26502,1
2120,0
46614,0
3480,1
48036,1
51743,0
19680,1
13397,0
29272,1
27934,0
49019,0
47671,1
31890,1
50546,1
240,0
5712,1
16027,1
37430,0
